epoch,train_mae,val_mae
0,2.201234879612923,0.8194634008407593
1,0.9055140081048012,0.6914879244565963
2,0.7563630614280701,0.6132382339239121
3,0.6645139321088791,0.5392990952730179
4,0.5966337884962559,0.5065247210860252
5,0.5405367878079415,0.5646984592080116
6,0.5106973929107189,0.5524007013440132
7,0.4800353628695011,0.4925643154978752
8,0.4727516461908817,0.3647422957420349
9,0.43683893245458605,0.4651758924126625
10,0.4184216235876083,0.42537444949150083
11,0.405523851826787,0.439137599170208
12,0.3913845194280148,0.36349685609340665
13,0.36881669087707997,0.41007408827543257
14,0.35931380508840083,0.37091913431882856
15,0.34804431097209454,0.3059624899923801
16,0.34003658340871334,0.2797946190834045
17,0.33538450074195864,0.335233168900013
18,0.3209137011617422,0.31013654589653017
19,0.31945585867762566,0.2992221176624298
20,0.31337988618016244,0.3832900360226631
21,0.29650631223618984,0.3424510309100151
22,0.30492853896319866,0.3392052114009857
23,0.29022352531552315,0.2752464279532433
24,0.2868441813290119,0.2952332606911659
25,0.2743068986386061,0.3617214688658714
26,0.2751059420853853,0.28401903629302977
27,0.27350967629253864,0.28275047197937964
28,0.2698763586729765,0.2608322910964489
29,0.2565503628253937,0.21184970438480377
30,0.26051864521205426,0.21248998254537582
31,0.2527812767624855,0.2370848150551319
32,0.2521497102677822,0.2693194656074047
33,0.24667784686386585,0.21170286387205123
34,0.24385342279076577,0.24467962756752967
35,0.24458955155313014,0.2234724335372448
36,0.2427845692932606,0.2118094389140606
37,0.23950780406594277,0.2218891967833042
38,0.23500280225276948,0.22968538388609885
39,0.23298552402853967,0.2033252650499344
40,0.23185081307590008,0.2092327979207039
41,0.22865113307535648,0.20248791322112084
42,0.22491581192612647,0.23446689561009407
43,0.22223841121792792,0.1930130797624588
44,0.22154919983446597,0.2659344020485878
45,0.220117888122797,0.2468736895918846
46,0.22238134719431402,0.2034955483675003
47,0.21224276503920556,0.21047068849205972
48,0.2188364224731922,0.21593413025140762
49,0.20766423423588276,0.2506192442774773
50,0.2068838679641485,0.2492682731151581
51,0.21068318013846873,0.20033404737710953
52,0.20741626420617104,0.18860136836767197
53,0.20969414483010768,0.19894073978066446
54,0.2090537062138319,0.18676930531859398
55,0.20186028835177422,0.19266051068902015
56,0.2044472393989563,0.19331044763326644
57,0.19757823380082845,0.19921758860349656
58,0.20160241309553384,0.23062814578413962
59,0.1954239680171013,0.2141350093483925
60,0.1946215299218893,0.2501038080453873
61,0.1985818412974477,0.17225126042962075
62,0.19331727266311646,0.17738006964325906
63,0.19630026769638062,0.2327102430164814
64,0.18933862739801408,0.18140752166509627
65,0.1939872797951102,0.18796124190092087
66,0.1852445856332779,0.17808616131544114
67,0.18990339580923318,0.24746253505349158
68,0.18677633887529374,0.17636967986822127
69,0.19003057278692723,0.16963715866208076
70,0.1853065160959959,0.17550177797675132
71,0.1850606326982379,0.16350521609187127
72,0.18644690278172493,0.1976223546266556
73,0.18451058587431907,0.19792769908905028
74,0.18138102342188359,0.16431139275431633
75,0.17978402526676654,0.21991486951708794
76,0.17867648623883725,0.16951478846371174
77,0.1779337590932846,0.19558636263012885
78,0.17953357938677073,0.16899886220693588
79,0.1768976307362318,0.17715555235743521
80,0.17325608859956265,0.16532953441143036
81,0.18005525810271503,0.26409041658043864
82,0.17222236987948417,0.1760385562479496
83,0.13621032854914666,0.14107653602957726
84,0.13455151676386595,0.14517813615500927
85,0.13386108162254096,0.1387866310030222
86,0.13379696375131608,0.12788842588663102
87,0.13287085973471402,0.14367064468562604
88,0.1320201150774956,0.13631390601396562
89,0.13066605700552464,0.14283018574118614
90,0.1300893594622612,0.12931811243295668
91,0.12905038930475712,0.13959711156785487
92,0.13003906125575304,0.13173283889889717
93,0.12817766371369363,0.12752861008048058
