epoch,train_mae,val_mae
0,0.830142153263092,0.6567257070541381
1,0.5730178916454315,0.4747812083363533
2,0.41571558320522306,0.3378466898202896
3,0.32298558093607427,0.29088522925972937
4,,0.24688819989562036
5,0.24599965542554855,0.22876063629984855
6,0.22174452622234822,0.2131238104403019
7,0.2053377949297428,0.19317792609333992
8,0.19157128432393075,0.1875707896053791
9,0.18193145456910134,0.19147494733333587
10,0.175222751557827,0.16206895582377912
11,0.1664251947775483,0.15423434361815452
12,0.15962916675209998,0.16140224456787108
13,0.15323855209350587,0.14083587892353536
14,0.14653828785568476,0.15424832940101624
15,0.14404510544240476,0.1449222443252802
16,0.13871005935966968,0.14373193874955179
17,0.13578609429299832,0.1365139277279377
18,0.13208135069161653,0.1390752935409546
19,0.12894396790862084,0.13374590583145618
20,0.12501746309548617,0.12706818170845507
21,0.12317642991989851,0.12448765270411968
22,0.11930738981068134,0.11908565230667591
23,0.1174480338320136,0.1193226646631956
24,0.11650756288319826,0.11509167596697807
25,,0.10822735734283924
26,0.11163676777482033,0.10780954375863075
27,0.1077037910670042,0.11352982625365257
28,0.10797814485430718,0.10641989149153233
29,0.1054495621100068,0.10227526992559433
30,0.1043084661103785,0.11260668776929378
31,0.10165304900705814,0.11288451723754406
32,0.09910119336843491,0.10456207990646363
33,0.10048654959350824,0.11774968288838863
34,0.09868839129805565,0.10331582851707935
35,0.09704188150912524,0.10279878795146942
36,0.09379567360132933,0.10376011490821839
37,0.09498752668872476,0.10132355682551861
38,0.09226455610990525,0.10033180370926857
39,0.09358256752043963,0.09684943564236165
40,0.08994676376506686,0.0986975708603859
41,0.09047801740467548,0.09266345866024495
42,0.08867206198349595,0.10143921226263046
43,0.08743335065618157,0.08976834677159787
44,0.08685663233324885,0.09455025270581245
45,0.08556729593873023,0.09429069668054581
46,0.08572811514511705,0.08959201760590077
47,0.08502716591954232,0.09642614513635635
48,0.08418209900707006,0.0973733488470316
49,0.08294525461643934,0.1099820600450039
50,0.08125580800324679,0.09609805054962635
51,0.08074038314819336,0.09397165521979332
52,0.0808876340277493,0.09094994664192199
53,0.07897160721942782,0.09273414939641952
54,0.07956846471130848,0.09062804065644742
55,0.07807829688489437,0.0968913246691227
56,0.07941713398694993,0.10237876534461975
57,0.07891983671858907,0.08661460861563683
58,0.07740782244876027,0.08353037759661674
59,0.07755023964121938,0.08638799987733364
60,0.07648172648251057,0.0851389755308628
61,0.07513743051886558,0.08067323543131351
62,0.07504235602542758,0.08487199418246746
63,0.0740142838396132,0.08558165095746517
64,0.07322642465308309,0.0829415487498045
65,0.07326853417977691,0.08688155002892017
66,0.07272068010270595,0.08109525598585605
67,0.07310401647910476,0.07817972965538501
